ID,Created,"UK or India
","Agent Tenure
","Interaction Date
","Interaction duration
","Interaction Type
","Interaction Reason
","DF Arrears (Months):
","Were there any vulnerability markers on the customers account?
","Q1-Did the advisor process Personal Data in accordance with the Data protection Act?
","Q1 - Failure Reasons
","Q2 - Did the advisor confirm the customer's or authorised 3rd party's contact telephone number, email, and up to date home address and update date the system accordingly if required? 
","Q2 - Failure Reasons
","Q3 - Did the advisor understand the customer's past financial situation including the reason they have failed or may fail to pay Three?
","Q3 - Failure Reasons
","Q4 -  Did the advisor understand the customer's present financial situation?
","Q4 - Failure Reasons
","Q5 - Did the advisor understand the customer's future financial situation?
","Q5 - Failure Reasons
","Q6 - Did the advisor correctly identify & explore new vulnerability needs?
","Q6 - Failure Reasons
","Q7 - Did the advisor correctly acknowledge & explore existing vulnerability needs?
","Q7 - Failure Reasons
","Q8 - Where applicable did the advisor address any new accessibility needs during their interaction?
","Q8 - Failure Reasons
","Q9 - Where applicable did the advisor address any existing accessibility needs during their interaction?
","Q9 - Failure Reasons
","Q10 - Did the advisor gain full explicit consent to note the customer's new vulnerability and/or accessibility need?
","Q10 - Failure Reasons
","Q11 - Did the advisor update the system to accurately reflect the customer's vulnerability and/or accessibility needs?
","Q11 - Failure Reasons
","Q12 - Did the advisor establish a suitable solution that supported the customer's needs taking into account their information from the conversation ?
","Q12 - Failure Reasons
","Q13 - Did the advisor read any mandatory statements/tell them in a manner that was easy for the customer to understand? 
","Q13 - Failure Reasons
","Q14 - Did we clearly advise the customer of any next steps required by them and did they explain potential consequeses for adherance/non adherance to any outcome?
","Q14 - Failure Reasons
","Q15 - Was the Income and Expenditure Tool completed correctly?
","Q15 - Failure Reasons
","Q16 - Has the advisor taken the correct system action
","Q16 - Failure Reasons
","Q17 - System updates - When payment has been taken on call/chat
","Q17 - Failure Reasons
","Q18 - Did the advisor leave adequate notes regarding the interaction?
","Q18 - Failure Reasons
","Q19-If an expression of dissatisfaction was evident, was it addressed by the agent , and correct process followed
","Q19 - Failure Reasons
","Q20-Was any new suspicious activity evident during the call/ interactions you’re scoring (i.e. not instances already identified/ flagged that pre-date the call/ interactions you’re scoring)? (non-scoring)
","Q20.1-If yes: did the advisor correctly identify the activity as suspicious?
","Q21-If applicable, did the advisor then follow the relevant process correctly and avoid “tipping off” the customer?
","Q22 - During the interaction did the advisor act within our expected conduct realms:
","Q22 - Failure Reasons
","1st Line QA Outcome
","Q23-CD Focus: Did the advisor and/or Three deal with the customer in an honest, fair, and open manner and by acting how our customers would reasonably expect us to?
","Q23-Fail Reasons
","Q24-CD Focus: Did the advisor and/or Three take all reasonable steps to prevent foreseeable or actual customer harm?
","Q24 - Failure Reasons
","Q25-CD Focus: Did the advisor and/or Three provide adequate levels of support, enabling customers to make timely and informed decisions in their best interests?
","Q25 - Failure Reasons
","Is remediation Required?
"
1189,2025-03-19T22:54:31Z,India,Gradbay,2025-03-19,1:40:35,Webchat,"[""Customer wants a PA (up to 6 months instalments)""]","[""January"",""March""]",,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm Telephone number"",""Billing Address not confirmed""]",Pass,,Pass,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""No support provided""]",N/A,,Pass,,,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""DD options""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1190,2025-03-20T09:24:25Z,India,Gradbay,2025-03-19,01:18:02,Webchat,"[""Customer wants to set up DD"",""Customer wants a PA (up to 6 months instalments)""]","[""October"",""November"",""December"",""January""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Feedback/Coaching Needed,"[""Process not followed""]",N/A,,Pass,,,,N/A,,N/A,,Feedback/Coaching Needed,"[""Notes Incomplete"",""Notes Inacurate""]",Pass,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1193,2025-03-20T14:43:36Z,India,Over 3 (BAU),2025-03-17,00:35:05,Inbound,"[""Customer wants to set a PTP""]","[""February""]",,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Customer Priority bills status""]",Pass,,,,Pass,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1194,2025-03-20T15:23:48Z,UK,Over 3 (BAU),2025-03-16,01:51:51,Webchat,"[""Customer wants a PA (up to 6 months instalments)""]","[""November"",""December"",""January"",""February""]",,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""Incorrect information provided""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1195,2025-03-20T20:12:28Z,India,Over 3 (BAU),2025-03-20,35.27,Inbound,"[""Customer wants to set a PTP""]","[""January"",""March""]",,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - Source/Frequency of income""]",Pass,,,,Pass,,N/A,,Pass,,,,N/A,,Pass,,Feedback/Coaching Needed,"[""Information unclear - Pace, Clarity, interuptions etc""]",Pass,,,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1196,2025-03-21T08:47:42Z,India,Gradbay,2025-03-17,"00:37:29
",Inbound,"[""Customer wants to set a PTP""]","[""February""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1197,2025-03-21T09:21:49Z,India,Gradbay,2025-03-14,"00:40:48
",Inbound,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Good Outcome,,,,,,,No
1198,2025-03-21T09:29:34Z,India,Gradbay,2025-03-17,"00:42:49
",Inbound,"[""Customer wants to set a PTP""]","[""November""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Pass,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""BCD / Due date not changed""]",N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1199,2025-03-21T09:56:08Z,India,Gradbay,2025-03-17,"01:06:08
",Webchat,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,,,N/A,,Fail - Regulatory/Customer Impacting,"[""Solution offered did not include understanding of the customers history from system""]",Pass,,Fail - Regulatory/Customer Impacting,"[""Manual payment- Next steps not confirmed (outwith mandatory)""]",,,Fail - Regulatory/Customer Impacting,"[""Incorrect system actions completed""]",N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1200,2025-03-21T10:21:35Z,India,Gradbay,2025-03-15,"00:25:03
",Inbound,"[""Customer wants to set a PTP""]","[""February"",""October""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - whether this is short term"",""Advisor failed to attempt to obtain - Source/Frequency of income""]",Fail - Regulatory/Customer Impacting,"[""Potential impact was not established""]",,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified""]",N/A,,N/A,,,,N/A,,Fail - Regulatory/Customer Impacting,"[""Solution offered did not include understanding of the customers history from system"",""Wrong soultion provided""]",Pass,,Pass,,,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",Fail - Regulatory/Customer Impacting,"[""FCA - Complaint not identified""]",N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1201,2025-03-21T11:14:26Z,India,Over 3 (BAU),2025-03-18,1h 17m 47s,Inbound,"[""I&E selector""]","[""February""]",,Pass,,Feedback/Coaching Needed,"[""Mandatory contact information incomplete""]",Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1202,2025-03-21T11:22:14Z,India,Over 3 (BAU),2025-03-21,27m 50s,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm Telephone number""]",Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1203,2025-03-21T11:37:35Z,India,Gradbay,2025-03-18,"00:37:49
",Inbound,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1204,2025-03-21T11:41:46Z,India,Gradbay,2025-03-18,"00:41:22
",Inbound,"[""Customer wants to set a PTP""]","[""February""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,,,Pass,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1205,2025-03-21T12:22:06Z,India,Over 3 (BAU),2025-03-14,01:16:15,Webchat,"[""Customer wants to set a PTP""]","[""February""]",,Pass,,Pass,,Feedback/Coaching Needed,"[""The root cause not fully established""]",Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Feedback/Coaching Needed,"[""Solution offered did not include understanding of the customers needs from conversation"",""Solution offered did not include all suitable instalment options"",""Process not followed""]",Pass,,Pass,,,,Feedback/Coaching Needed,"[""DD Not surpressed""]",N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1206,2025-03-21T14:34:17Z,India,Gradbay,2025-03-10,"02:18:40
",Webchat,"[""Customer wants to set a PTP""]","[""November"",""December"",""January"",""February""]",,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Potential impact was not established""]",,,Pass,,N/A,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""Required system amends not made""]",Fail - Regulatory/Customer Impacting,"[""Solution offered did not include understanding of the customers history from system"",""Solution offered did not include understanding of the customers needs from conversation""]",Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1207,2025-03-21T14:34:49Z,India,Gradbay,2025-03-18,"00:39:29
",Inbound,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1208,2025-03-21T14:35:45Z,India,Gradbay,2025-03-18,"00:35:53
",Inbound,"[""Customer wants to set a PTP""]","[""March"",""August""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Source/Frequency of income"",""Advisor failed to attempt to obtain - whether this is short term""]",Fail - Regulatory/Customer Impacting,"[""The proposed solution is not affordable""]",,,Pass,,N/A,,Pass,,,,Pass,,Fail - Regulatory/Customer Impacting,"[""Wrong soultion provided"",""Solution offered did not include understanding of the customers history from system""]",Pass,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""TS incorrectly set""]",N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,Yes
1209,2025-03-21T14:36:10Z,India,Gradbay,2025-03-17,"00:35:16
",Inbound,"[""Customer wants a PA (up to 6 months instalments)""]","[""January"",""February"",""December"",""November""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Good Outcome,,,,,,,No
1210,2025-03-21T14:36:45Z,India,Gradbay,2025-03-17,"00:22:58
",Inbound,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Feedback/Coaching Needed,"[""Did not confirm Telephone number""]",Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - whether this is short term"",""Advisor failed to attempt to obtain - Source/Frequency of income""]",Fail - Regulatory/Customer Impacting,"[""Potential impact was not established""]",,,N/A,,N/A,,N/A,,,,N/A,,Fail - Regulatory/Customer Impacting,"[""Solution offered did not include understanding of the customers needs from conversation""]",Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1211,2025-03-21T15:44:15Z,India,Over 3 (BAU),2025-03-14,51:33,Webchat,"[""Customer is calling to make a payment""]","[""February"",""March""]",,Pass,,Pass,,Feedback/Coaching Needed,"[""The root cause not fully established""]",Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""DD options""]",,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Data - Complaint not identified""]",N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1212,2025-03-21T16:30:12Z,UK,0-3 months (bau),2025-03-20,19:00,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Feedback/Coaching Needed,"[""No discussion about continuous impact""]",Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1213,2025-03-21T17:47:43Z,India,Over 3 (BAU),2025-03-19,23:38,Inbound,"[""Customer wants to set a PTP"",""Customer wants a PA (up to 6 months instalments)""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Feedback/Coaching Needed,"[""Information unclear - Pace, Clarity, interuptions etc""]",Pass,,,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1214,2025-03-21T17:53:27Z,India,Over 3 (BAU),2025-03-13,47:40,Webchat,"[""General account query""]","[""N/A""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,N/A,,Pass,,,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1215,2025-03-21T19:10:47Z,India,Over 3 (BAU),2025-03-21,17:18,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March""]",,Pass,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Long Term not established""]",,,N/A,,N/A,,N/A,,,,N/A,,Feedback/Coaching Needed,"[""Solution offered did not include all suitable instalment options""]",Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1216,2025-03-22T11:14:25Z,India,Gradbay,2025-03-17,47:30,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Short Term not established"",""Missed information in the account history that would have helped to understand the situation""]",Pass,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""No support provided""]",N/A,,N/A,,,,N/A,,Feedback/Coaching Needed,"[""Solution offered did not include all suitable instalment options""]",Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Pass,,,,Pass,,N/A,,Pass,,Pass,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1217,2025-03-22T11:20:17Z,India,Gradbay,2025-03-19,25:48,Inbound,"[""Customer wants to set a PTP""]","[""N/A""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,Feedback/Coaching Needed,"[""Incorrect escalation""]",N/A,,Pass,,,,Pass,,Feedback/Coaching Needed,"[""Solution offered did not include all suitable instalment options""]",Pass,,Feedback/Coaching Needed,"[""General - Next steps not confirmed""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1218,2025-03-22T11:27:51Z,India,Gradbay,2025-03-15,27:10,Inbound,"[""Customer wants to set a PTP""]","[""September"",""December""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established"",""Missed information in the account history that would have helped to understand the situation""]",Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - whether this is short term""]",Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Fail - Regulatory/Customer Impacting,"[""Incorrect information provided""]",,,Fail - Regulatory/Customer Impacting,"[""PTP set incorrectly"",""TS incorrectly set""]",N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1219,2025-03-22T11:46:06Z,India,Over 3 (BAU),2025-03-21,01:59:17,Webchat,"[""Customer wants to set a PTP""]","[""July"",""August"",""September"",""October"",""November"",""December"",""January"",""February""]",,Pass,,Feedback/Coaching Needed,"[""Did not confirm Telephone number""]",Pass,,Pass,,N/A,,,,Pass,,Pass,,Pass,,,,Pass,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1220,2025-03-22T12:42:41Z,India,Gradbay,2025-03-17,22:58,Inbound,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - whether this is long term""]",Fail - Regulatory/Customer Impacting,"[""Long Term not established""]",,,Feedback/Coaching Needed,"[""Vulnerability not identified""]",N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Fail - Regulatory/Customer Impacting,"[""System not updated correctly""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1221,2025-03-22T12:47:50Z,India,Gradbay,2025-03-17,25:57,Inbound,"[""Customer is calling to make a payment""]","[""April"",""June"",""November"",""December""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Missed information in the account history that would have helped to understand the situation"",""No discussion about continuous impact""]",N/A,,Fail - Regulatory/Customer Impacting,"[""Potential impact was not established""]",,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Feedback/Coaching Needed,"[""Incorrect information provided""]",,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1222,2025-03-22T13:00:30Z,India,Gradbay,2025-03-18,29:04,Inbound,"[""Customer wants to set a PTP""]","[""January"",""November"",""December""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Fail - Regulatory/Customer Impacting,"[""Mandatory info not read""]",Pass,,,,Fail - Regulatory/Customer Impacting,"[""System actions missed""]",Pass,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1223,2025-03-22T13:09:37Z,India,Gradbay,2025-03-19,19:59,Inbound,"[""Customer is calling to make a payment""]","[""January"",""February"",""October"",""December""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""No discussion about continuous impact"",""The root cause not fully established"",""Missed information in the account history that would have helped to understand the situation""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - Customer Priority bills status"",""Advisor failed to attempt to obtain - Source/Frequency of income"",""Advisor failed to attempt to obtain - whether this is short term""]",Fail - Regulatory/Customer Impacting,"[""Long Term not established"",""The proposed solution is not sustainable""]",,,Feedback/Coaching Needed,"[""Vulnerability not identified"",""No support provided""]",N/A,,N/A,,,,N/A,,Fail - Regulatory/Customer Impacting,"[""Solution offered did not include all suitable instalment options"",""Solution offered did not include understanding of the customers history from system""]",Pass,,Fail - Regulatory/Customer Impacting,"[""NOD timescales not discussed"",""Non- payment concequesnces not discussed""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1224,2025-03-22T14:11:02Z,India,Over 3 (BAU),2025-03-14,53:39,Webchat,"[""Customer is calling to make a payment""]","[""February""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established"",""Missed information in the account history that would have helped to understand the situation""]",Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Customer Priority bills status""]",Pass,,,,Fail - Regulatory/Customer Impacting,"[""Vulnerability not identified"",""No support provided""]",N/A,,N/A,,,,N/A,,Feedback/Coaching Needed,"[""Process not followed""]",N/A,,Pass,,,,Pass,,Fail - Regulatory/Customer Impacting,"[""Incorrectly saved card details""]",Feedback/Coaching Needed,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1225,2025-03-22T15:38:03Z,India,Over 3 (BAU),2025-03-22,01:50:27,Webchat,"[""Customer wants to set a PTP""]","[""March"",""February""]",,Pass,,Feedback/Coaching Needed,"[""Billing Address not confirmed"",""Mandatory contact Tell not Given""]",Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1226,2025-03-22T15:51:14Z,India,Gradbay,2025-03-19,26:50,Inbound,"[""Customer wants to set a PTP""]","[""January"",""September"",""November"",""December""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established"",""No discussion about continuous impact""]",Fail - Regulatory/Customer Impacting,"[""Advisor failed to attempt to obtain - whether this is short term""]",Pass,,,,Feedback/Coaching Needed,"[""Vulnerability not identified"",""No support provided""]",N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1227,2025-03-22T17:09:55Z,India,Gradbay,2025-03-22,15:07,Inbound,"[""Customer wants to set a PTP""]","[""May"",""June"",""July"",""August""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1228,2025-03-22T17:29:09Z,India,Over 3 (BAU),2025-03-08,1:54:06,Webchat,"[""Customer is calling regarding correspondence they have received (e.g, received NOD)""]","[""November"",""December"",""January"",""February""]",,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""The root cause not fully established""]",Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Customer Priority bills status""]",Fail - Regulatory/Customer Impacting,"[""Short Term not established"",""Long Term not established"",""Potential impact was not established""]",,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,N/A,,,,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Data - Complaint not identified""]",N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1229,2025-03-22T18:42:20Z,India,Nesting,2025-03-21,25.50,Inbound,"[""Customer wants a bill explanation/breakdown (why is my bill so high?)"",""Customer wants to set a PTP""]","[""December"",""January""]",,Pass,,Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Source/Frequency of income"",""Advisor failed to attempt to obtain - whether this is medium  term""]",Pass,,,,Feedback/Coaching Needed,"[""Vulnerability not identified""]",N/A,,Pass,,,,Pass,,Pass,,Pass,,Fail - Regulatory/Customer Impacting,"[""General - Next steps not confirmed""]",,,Pass,,N/A,,Pass,,N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1230,2025-03-23T09:31:11Z,India,Gradbay,2025-03-18,19:06,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March""]",,Pass,,Fail - Regulatory/Customer Impacting,"[""Billing Address not confirmed""]",Fail - Regulatory/Customer Impacting,"[""No discussion about continuous impact"",""The root cause not fully established""]",Pass,,Pass,,,,Pass,,N/A,,N/A,,,,N/A,,Fail - Regulatory/Customer Impacting,"[""Solution offered did not include understanding of the customers history from system"",""Solution offered did not include all suitable instalment options""]",Pass,,Pass,,,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Poor Outcome - Advisor,,,,,,,No
1231,2025-03-23T09:38:20Z,India,Gradbay,2025-03-18,20:48,Inbound,"[""Customer is calling to make a payment""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,Fail - Regulatory/Customer Impacting,"[""Did not confirm address of card holder""]",Feedback/Coaching Needed,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1232,2025-03-23T09:46:44Z,UK,Gradbay,2025-03-22,22:47,Inbound,"[""Customer wants to set a PTP""]","[""February"",""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Feedback/Coaching Needed,"[""Solution offered did not include all suitable instalment options""]",Pass,,Fail - Regulatory/Customer Impacting,"[""Incorrect information provided""]",,,Pass,,N/A,,Fail - Regulatory/Customer Impacting,"[""Notes Inacurate""]",N/A,,N/A,,,Pass,,Good Outcome with Failures,,,,,,,No
1233,2025-03-23T11:25:57Z,India,Gradbay,2025-03-23,37:55,Inbound,"[""Customer wants to set a PTP""]","[""March""]",,Pass,,Pass,,Pass,,Pass,,Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,Pass,,Pass,,,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
1234,2025-03-23T14:50:22Z,India,Over 3 (BAU),2025-03-15,55:17,Webchat,"[""Customer wants to change bill date""]","[""N/A""]",,Feedback/Coaching Needed,"[""Transfer Checks not completed""]",Pass,,Pass,,Feedback/Coaching Needed,"[""Advisor failed to attempt to obtain - Source/Frequency of income""]",Pass,,,,N/A,,N/A,,N/A,,,,N/A,,Pass,,N/A,,Pass,,,,Pass,,N/A,,Feedback/Coaching Needed,"[""Notes Incomplete""]",N/A,,N/A,,,Pass,,Good Outcome,,,,,,,No
